text,emotion
차갑게 불이 꺼진 방처럼 어느새 식어 버린 가슴 하루종일 웃어 보이기 바빠서 잃어버린 진짜 표정 아무도 없고 가눌 곳 없고 먹먹 해지는 그 마음 다 알아줄 순 없지만 울어도 돼 괜찮아 오늘은 항상 혼자인 것 같아 서러워 그럴 땐 울어도 돼 알잖아,2
언제나 세상 모두가 네 등을 돌린 대도 나는 지금처럼 남아 있을게,2
아무도 없고 가눌 곳 없고 무너져 가는 그 마음 다 알아줄 순 없지만 울어도 돼 괜찮아 오늘은 항상 혼자인 것 같아 서러워 그럴 땐 울어도 돼 알잖아,2
언제나 세상 모두가 네 등을 돌린 대도 나는 지금처럼 남아 있을 게 예전처럼 다시 웃을 수 있게,2
어찌 키웠을까,2
나 같은 놈 자기 인생을 포기 하면서까지 나를 위해 쏟아부었던 피땀 어린 그 시간들이 오늘따라 가슴을 때렸어 설거지라도 해 둘 걸 얘기라도 더 나눌 걸 손이라도 한 번 잡아 볼 걸 나의 손에 잡혀 있는 Microphone 이게 효도하기 위한 마술 봉 나를 믿어 주길 바라 큰 아픔도 절대 막지 못해 나는 오뚝이 같은 놈 나의 간절한 기도는 하늘로 낮부터 밤까지 태우는 작업 혼 오늘도 집에는 못 가는 못난 놈이지만 곧 오늘은 눈을 감고 푹 쉬어도 돼 쌓여 진 그릇들은 다 씻어 놓을게,2
핑계만 댔지만 이젠 믿어도 돼 당신의 꿈까지 내가 이뤄 줄게,2
그 대여 눈을 감고 푹 쉬어도 돼 엉켜 진 머리카락을 빗어 줄게,2
핑계만 댔지만 이젠 믿어도 돼 당신의 꿈까지 내가 이뤄 줄게,2
제발 감기는 걸리지 마 밤엔 좀 기다리지 마 오늘도 스물 네 시간 나만 기다리고 있었다는 걸 알아 난 새벽같이 또 일어나 따끈하게 지어 놓은 밥 늦게 자고 낮에 깬 나는 덮어놓은 식은 밥과 반찬을 먹지만 말은 못했지만 참 눈물 나게 맛있네,2
2년 동안 밖에서 시켜 먹고 지낸 시간들에 대한 보상을 받는 듯해 근데 엄마 나는 또 나가봐야 할 듯해 나도 알아 나도 알아 물질적인 효도 만이 전부가 아닌 거 하지만 엄마 아빠한테 걸 맞은 아들이 되어야 해 그래서 기다려 달란 말밖에 할 게 없는 나야 허나 걱정은 하지 마 꽃을 사들 고 머지않아 폼 나게 돌아가니깐 그리고 엄마랑 닮은 여자랑 결혼할 거야 엄마 난 엄마랑 똑 닮은 여자랑 결혼할 거야 오늘은 눈을 감고 푹 쉬어도 돼 쌓여 진 그릇들은 다 씻어 놓을게,2
핑계만 댔지만 이젠 믿어도 돼 당신의 꿈까지 내가 이뤄 줄게,2
그 대여 눈을 감고 푹 쉬어도 돼 엉켜 진 머리카락을 빗어 줄게,2
핑계만 댔지만 이젠 믿어도 돼 당신의 꿈까지 내가 이뤄 줄게,2
쉽게 잠이 들지 못한 밤이 늘었어 평소보다 조금 일찍 나와서 별다를 거 없는 하 룰 시작해 오늘의 난 말야 부서지는 햇살 사이로 부는 바람 또한 반갑게만 느껴져 요즘의 난 말야 니가 없이 보낸 주말이 어느새 더 많아 졌고 가끔 친구들을 만날 때면 눈치 없이 니 생각이 나 잘 지내는 거니 쉽게 잠이 들지 못한 밤이 늘었어,2
너는 어떻게 지내고 있는 거니 겨울이 오는 건 좋지만 추워 지는 날씨는 싫다며 내 손을 잡고 넌 내게 말했지 따뜻한 내 손이 너무나 좋다고,2
나는 언제나 너의 손을 잡아 줄 수 있는데 쉽게 잠이 들지 못한 밤이 늘었어,2
whoo 니가 없이 보낸 주말이 어느새 더 많아 졌고 가끔 친구들을 만날 때면 눈치 없이 니 생각이 나 잘 지내는 거니 쉽게 잠이 들지 못한 밤이 늘었어,2
너는 어떻게 지내고 있는 거니 겨울이 오는 건 좋지만 추워 지는 날씨는 싫다며 내 손을 잡고 넌 내게 말했지 따뜻한 내 손이 너무나 좋다고,2
나는 언제나 너의 손을 잡아 줄 수 있는데 가만히 눈을 감아 보면 왜 더 널 생각하게 될까 이런 내 마음을 나도 잘 모르겠어,2
그냥 보고 싶어서 니가 보고 싶어서 쉽게 잠이 들지 못한 밤이 늘었어 어떻게 넌 지내고 있는 거니 겨울을 좋아한 너 지만 내가 없인 의미가 없다고 내 손을 잡고 넌 내게 말했지 따뜻한 내 품이 너무나 좋다고,2
지금이라도 나는 너를 안아 줄 수 있는데 말 야 너의 손을 쉽게 잠이 들지 못한 밤이 늘었어,2
what's your dreamwhat's your happiness 난 대답하지 못하네,2
나의 꿈이 대체 뭘 까 나의 꿈이 대체 뭘 까 분명 음악을 하는데 꿈이 뭐 냔 질문엔 대답을 잘 못 해 막 연해서 모든 게 관심이 없었어 내 꿈에 가사를 쓸 때 무엇을 위해 쓰는지 노랠 부를 때 무엇을 위해 노래하는지 고민한 적 없이 그냥 했지 멋있어 보이는 뮤지션 따라했지 돈 벌려고 음악을 한 건 아닐 텐데 그게 목적이였다면 다른 걸 했을 텐데 꿈이 있는 듯이 꿈이 없어 꿈을 아는 듯이 꿈을 모르고 어떤 말도 할 수 없네,2
내 꿈에 대해서 설명을 할 수 없네,2
내 꿈에 대해서 what's your dreamwhat's your happiness 난 대답하지 못하네,2
내 게 행복은 뭘 까 내게 행복은 뭘 까 번화가를 돌아다니며 남들과 똑같이 그렇게 놀아 봐도 재미있는 건 진 모르겠어 행복한 건 진 모르겠어,2
PC 방 노래방 당구장 술집 화려한 밤 클럽 나이트 어디든지 뭘 위해 들어가는 건지도 모른 채로 들어와 난 서 있고 행복 하다는 게 쾌락을 느끼는 건가,2
집에 돌아오는 길 내게 물어본다 행복한 듯이 너무 불행해 수많은 저 간판들에게 난 속았지 내게 행복이 뭔지 이젠 알고 싶어 자신 있게 행복을 말하며 살고 싶어 what's your dreamwhat's your happiness 난 대답하지 못하네,2
그냥 흘러가는 날들이 아니라 내 추억으로 남을 날이였으면 해 그냥 살아 보는 삶이 아니라 가슴 뛰는 꿈을 위한 삶이였으면 해 부탁해 나를 데려 가줘 그 곳에 나를 데려 가줘 진정한 나의 꿈이 있는 곳에 진정한 행복이 있는 곳에,2
무거운 너의 발걸음에 나의 모습이 보이고 몇 글자 아닌 내 말들 로 널 안아 줄 수 있을지 얼마나 많이 속상했는지 내가 할 수 있는 게 있는지 이제 내게 널 기대 하루의 끝에서 언제나 네 하루가 좋아지게 내일을 기대할 수 있게 내게 모든 걸 다 말하지 않아도 괜찮아 눈을 감고 온기를 느껴 스며들기 좋은 오늘 가벼운 말들 너의 맘에 짐이 되어 얹어 지고 서투른 진심을 담아서 널 쉬게 할 수 있다면 얼마나 소중한 사람인지 네 게 알려줄 수만 있다면 이제 내게 널 기대 하루의 끝에서 언제나 네 하루가 좋아지게 내일을 기대할 수 있게 내게 모든 걸 다 말하지 않아도 괜찮아 눈을 감고 온기를 느껴 스며들기 좋은 오늘 편안히 숨을 내쉬어 모든 짐을 오늘은 지금 만큼은 이제 내게 널 기대 하루의 끝에서 언제나 네 하루가 좋아지게 내일을 기대할 수 있게 내게 모든 걸 다 말하지 않아도 괜찮아 눈을 감고 온기를 느껴 스며들기 좋은 오늘,2
넌 내게 불어와 나를 메우고 모른 척해 빤히 스며들어 또 넌 우리만 아는 얘기들 로 Sunny side of the street 너와 맞는 아침 You light it up kind of breeze 네 가 아닌 내하루 속에 널 가득 담고 되네,2
나를 놓지 말아 줘 You know This is loveNo matter what is up with us 너를 놓칠 수가 없어 난 서로 마주친 건 하필 다 신 오지 않을 타이밍 서로 같은 생각에 이미 알고 있는데 조금은 불안한 거 Sunny side of the street 너와 맞는 아침 You light it up kind of breeze 따뜻한 너 You and I 너와 나 I think I'm in love 빠진 것 같아 Your loveYour loveYour love 꿈꿔 왔지 늘 Your loveYour love 내 마음을 오려 너에게 건네줄게,2
나를 놓지 말아 줘 You know This is love 불안했던 날들 속 넌 들어와 행복을 안겨 줘 두렵지 않게 멀어 지지 않게 넌 스며 들어줘 Your loveYour loveYour love 꿈꿔 왔지 늘 Your love 내 마음을 오려 너에게 건네줄게,2
벌써 칠 년 반이라는 시간이 흘렀어 많이 변했지 큰소리 떵떵 치면서 시작했던 이 랩이란 거 음악 한다는 말을 내 새우기에는 참 이뤄 낸 것 없는 나이란 그만큼 예민한 것 내 스물 뒤에 어느새 나도 모르게 붙어 버린 일곱이라는 숫자에 난 문득 놀라곤 해 그동안 연락 못해서 미안해 다음에 damn 그냥 지금 전화해 봐야겠다,2
넌 항상 나의 friend 언제나 my friend 어디에 있건 변함없는 my friend 누구와 뭘 하 건 우린 널 위해 기도해 my friend 기억해 둘께,2
또 기도해 줄께 뜻이 있는 곳에 네 길이 꼭 있게 언제 건 다시 웃으며 만나길 약속해 my friend 다음에 꼭 한잔 하자는 가벼운 인 사내 진짜 속맘이 뭔지 요 샌 나조차 헷갈려 다들 어떻게 지내는지 궁금해도 선뜻 못 거는 전화 어떨 땐 나도 괜히 전화 길 꺼 놔 너무 뻔한 내 속마음이 스스로 미워서 의미 없어 보이는 짓 말 자며 피식 웃고 말았어,2
난 매일 새벽 애꿎은 외로움을 탓해 please godi pray that 내 중심을 찾게 넌 항상 나의 friend 언제나 my friend 어디에 있건 변함없는 my friend 누구와 뭘 하 건 우린 널 위해 기도해 my friend 기억해 둘께,2
또 기도해 줄께 뜻이 있는 곳에 네 길이 꼭 있게 언제 건 다시 웃으며 만나길 약속해 my friend 때로는 걸음을 멈춰 편히 쉬어 my baby 흐르는 시간에 너를 맡겨 둬 my baby 우리는 어디로 흘러가는지 my baby you know that I love you 그 눈물을 멈춰 다시 웃어 my baby 넌 항상 나의 friend 언제나 my friend 어디에 있건 변함없는 my friend 누구와 뭘 하 건 우린 널 위해 기도해 my friend 기억해 둘께,2
또 기도해 줄께 뜻이 있는 곳에 네 길이 꼭 있게 언제 건 다시 웃으며 만나길 약속해 my friend,2
서른을 앞둬도 아직 어른이라 기엔 서툴러도 연초에 생각했던 것 들을 다 해내고 났더니 어릴 적 생각했던,2
어차피 아무도 20대로 안 봐줬고 어설픈 나이보다 30대가 좀 더 나은 것 같기도 해 제각기 원했던 길을 걷기에 더 걸어도 될 듯해 여기에 아침까지 밤새 작업하고 미팅 결제 끝나면 촬영 가사 쓰고 녹음 믹싱 하루가 하루로 부족해 난 내 인생은 이미 몸 하나 부족한가 봐 다시 반복 그 속의 성장 통 어쩌면 다 갖고 싶은 마음에 과한 욕심을 부리고 있는 걸 지도 몰라 언제까지 이렇게 버틸 수 있을까,2
나이만 꼬박꼬박 차 아직 철도 없는데 언제까지 고 애 같아 내가 봐도 스물 열 살 정도면 적당한 듯한데 벌써 서른이라니,2
나한테 나이만 꼬박꼬박 차 빼먹지도 않고 나도 멋지게 살고 싶었네,2
보란 듯 어디서 나 빛나게 반짝 이젠 좀 먼 옛날 얘기가 됐네,2
무서울 거 없던 나도 이젠 좀 겁 나 생각대로 되지 않고 멋대로 커 버린 머리는 왜 자꾸만 뒤를 돌아봐 좀 더 폼 나게 살고 싶은데 어쩔 수 없는 걸 나도 스물 열 살 낯설어 나도 내가 생각 하기엔 멍청한 머리가 멋대로 자랐네,2
맘처럼 되지 않는 일 투성인데 모두가 그런 게 곧 어른이라 대다들 그렇게 살고 있는 거야 나 답지 않아서 난 아니란 착각 나만 이렇게 겉돌고 있는 거야 익숙 해질 때 까지는 괜찮아 나도 멋지게 살고 싶었네,2
보란 듯 어디서 나 빛나게 반짝 이젠 좀 먼 옛날 얘기가 됐네,2
무서울 거 없던 나도 이젠 좀 겁 나 생각대로 되지 않고 멋대로 커 버린 머리는 왜 자꾸만 뒤를 돌아봐 좀 더 폼 나게 살고 싶은데 어쩔 수 없는 걸 나도 스물 열 살 나이만 꼬박꼬박 차 아직 철도 없는데 언제까지 고 애 같아 내가 봐도 스물 열 살 정도면 적당한 듯한데 벌써 서른이라니,2
나한테 나이만 꼬박꼬박 차 빼먹지도 않고 나도 멋지게 살고 싶었네,2
보란 듯 어디서 나 빛나게 반짝 이젠 좀 먼 옛날 얘기가 됐네,2
무서울 거 없던 나도 이젠 좀 겁 나 생각대로 되지 않고 멋대로 커 버린 머리는 왜 자꾸만 뒤를 돌아봐 좀 더 폼 나게 살고 싶은데 어쩔 수 없는 걸 나도 스물 열 살,2
"스물하나. 아무것도 볼 수 없는 난 다시 눈을 감아 수도 없이 바람을 맞아 어느새 닳고 닳아 버린 내 가슴을 안아 가슴을 안아 스물하나. 아무것도 볼 수 없는 난 다시 눈을 감아 수도 없이 바람을 맞아 어느새 닳고 닳아 버린 내 가슴을 안아 가슴을 안아 언제부턴 가 우린 딱지를 얼마나 많이 땄는지를 셈하다 말고 지갑의 두둑 함을 따지는 일에 매달리곤 해 음, 실은 난 아직은 이십대란 단어가 그리 익숙지 않아 그리 길지 않았던 지난 세월들에 비해서 아득히 멀게만 보이는 삶의 끝을 상상 해봤어",2
재밌는 건 말이야 열 살 무렵에도 스물이 그만큼 아득하게만 느껴졌었단 말이다 짐승 같은 고삐리 선배들의 주먹질이 이제 더 이상 발 디딜 틈 없는 벼랑길 위로 느껴졌는데 지금 보니까 그 녀석들의 행동이 하나하나 귀엽기만 하네,2
키 작은 나무 위에 오늘도 물을 주네,2
Yes 나 스물 쯤에 스물 쯤에 ohh 스물하나. 아무것도 볼 수 없는 난 다시 눈을 감아 수도 없이 바람을 맞아 어느새 닳고 닳아 버린 내 가슴을 안아 가슴을 안아 스물하나. 아무것도 볼 수 없는 난 다시 눈을 감아 수도 없이 바람을 맞아 어느새 닳고 닳아 버린 내 가슴을 안아 가슴을 안아 듬직해 보이던 군인 아저씨들이 이젠 아는 형 혹은 친구라는 게 실은 좀 끔찍해 군대 안가냐며 날 모질게 몰아붙이는 중학교 동창 녀석 결국 난 못 참아서 한마디 쏘아붙였지만 실은 나도 어찌하는 게 좋은 건지는 몰라. 즐거움을 놓지 않는 삶. 내 선택은 항상 잊지 않고 저 곳을 향해 갈 수 있을까?,2
"비슷한 나이쯤에 군대를 가고 조금 후에 넥타이를 곧 잘 매는, 그래서 조금 후회하는 삶을 살게 되는 건 아닐까라는 질문에 나 솔직히 쉽게 답하기 어려워지는데. 하루 앞, 하루 뒤가 모두 두렵고 아찔한 이 삶 위에서 난 기어코 내 소중한 보물들을 지킬 수 있을까?",2
"이렇게 몸서리치는 가슴을 안아 가슴을 안아. ( 나 스물하나) 나 스물 하나 .ohh~~ 가끔은 내 가슴 속의 작은 꼬마 아이가 무겁게 닫혀 버린 내 가슴 문을 쉴 새 없이 두들겨 이 추운 겨울 자기를 좀 부둥켜 안아 달라고 눈물을 흘려 오, 그래 난 물을 끓여 이제 거친 세상 속에 지친 너의 목을 축여 얼어붙어 움츠려 드는 너의 작은 손을 주렴 오 저런, 너의 고운 손은 마른 가지처럼 앙상하게 변했구나.",2
"어제보다 험하게 오르는 산자락에서 내려온, 나를 지켜 내기엔 너무나도 매서운 바람의 할큄에 쓴 내 나는 하루를 억지로 삼키네.",2
그대 슬퍼 말아요,2
그 치만 우울 해지면 안돼요,2
우 산이 되어 줄 순 없지만 그대 슬퍼 말아요,2
그 치만 우울 해지면 안돼요,2
그 치만 우울에 지면 안돼요,2
환상이 깨지는 것 만큼 슬픈 건이별이 무딘 것 만큼 슬픈 건 고갈되어 버린 사랑과 순 수함을 인정하는 것 만큼 슬픈 건 없다는 걸 마음이 아프죠,2
수혈을 받듯 과거의 기억에 기대어서 그대를 기다리는 난 비현실에 있어 같은 시간 속 같은 감정의 소용돌이 속에 우리 함께 있다면 같은 먹구름이 머리 위에 있다면 그대 이거 하나만 기억해 주어요,2
우울함은 창 밖으로 날려 보내요,2
그 치만 우울 해지면 안돼요,2
그 치만 우울에 지면 안돼요,2
네 꿈에서 기억할 거죠,2
내 목소리 잘 들리나요 긴 꿈에서 밤이 오면 슬픈 가요 괜히 울고 싶어 져요,2
난 매일 듣죠,2
아침이 오는 소리가 들려요,2
tease me 안고 싶어요,2
네 옆에서 한 번도 눈감은 적 없는 인형처럼요 알고 싶어요,2
음 음 그냥 알지 마요 밤이 오면 슬픈 가요 괜히 울고 싶어 져요,2
난 매일 듣죠,2
아침이 오는 소리가 들려요,2
슬픈 얼굴을 하고 있다가 키가 자라 버렸죠,2
기억해 보면 지금도 여전한 상처들에 둘러싸여 있어요,2
사람들은 진심을 좋아해요,2
마음은 작아졌는데 키만 자랐어요,2
슬픈 얼굴을 하고 있다가 키가 자라 버렸죠,2
사람들은 진심을 좋아해요,2
먼저 손을 내밀기 무서웠어요,2
사람들은 진심을 좋아해요,2
슬픈 얼굴을 하고 있다가 키가 자라 버렸죠,2
그대는 내 안에 떨쳐 낼 수 없어요,2
나쁘다는 걸 알면서도 그대 하나 잊지 못하죠,2
처음엔 습관 습관 습관처럼 그대를 사랑한 마음이 나에게 버릇이 돼 버렸죠,2
이제 그만 그만 그만두고 싶은데 어떡하죠,2
자꾸만 그 마음 그 마음 그 마음 그대가 사라지지 않아요,2
그대는 내 안에 떼어 낼 수 없어요,2
그냥 내버려 두고 싶지만 자꾸 아픈 게 느껴져요,2
처음엔 습관 습관 습관처럼 그대를 사랑한 마음이 나에게 버릇이 돼 버렸죠,2
이제 그만 그만 그만두고 싶은데 어떡하죠,2
자꾸만 그 마음 그 마음 그 마음 그대가 사라지지 않아 아침이면 매일 잠에서 덜 깬 날 사랑으로 반겨 주던 그 댈 확인하는 습관은 이제 이제 버릇이 돼 이젠 습관 습관 습관처럼 그대를 사랑한 마음이 나에게 버릇이 돼 버렸죠,2
이제 그만 그만 그만두고 싶은데 어떡하죠,2
자꾸만 그 마음 그 마음 그 마음 그대가 사라지지 않아요,2
앙다문 그 입술에 새겨진 너의 아주 작은 글씨가 다가서면 사라질까 머뭇거렸어 언젠가 우리는 한 줄의 시가 되기를 너는 그렇게 말하며 손 잡았지 그때는 우리도 우리를 잘 몰라서 서로를 쉽게 놓아 버렸지 나직이 그 이름 부를 때 우리는 단 한 줄의 시가 되기를 불 꺼진 세상 잠 못 드는 밤 우리가 노래 부르던 이름들이 별처럼 밤 하늘을 수놓아 눈부시게 시 헤는 밤 너의 은유 속에 깃들게 되기를,2
이 기분은 허기와 같지 채울 수는 없고 달랠 수만 있어 한적한 골목을 창을 통해 봤지 그곳엔 작년의 낙엽들이 있어 그저 나를 갉아 먹는 것 들 나를 사랑했던 것 들 추억은 언제나 고통을 넘게 해 주는 허들 IMF가 아버지의 일을 뺏었을 때도 어머니는 울지 않았지 모두 지나가리,2
그래 지나가겠지 뼈마디가 시리던 날도 웃어 넘길 거야 인생은 코메디 라며 찰리 채플린의 말처럼 비극을 비추던 렌즈를 뒤로 밀어 보면 희극의 한 장면 이 시간이란 얌체가 내 머리채를 끌고 멈추고 싶어 하는 나를 포로처럼 걷게 하네,2
너의 사진에 손을 건네 악수는 할 수 없겠지 아마도 그날은 더웠겠지 넌 뜨거운 여름에 차가운 눈물을 더해 적어도 이별은 여전히 영원해 그냥 문득 시간은 흘러 가 머물 수 없는 이 순간 기억의 저편으로 시간은 또 다른 나를 데려가네,2
날 데려가 아 물지 않은 채로 추억은 기억의 시간 속으로 마음의 상처는 시간이 필요 하대 그것보다 나은 건 상처 입지 않는 것이기에 요새 난 반만 주고 반쪽만 봐 안대를 쓴 듯이 살고 계속 찾게 되는 담배 입으로 뿜어내는 안개 내 뿌엿한 기억 속에서 지내는 넌 잘 지내 같은 수저 위에 같은 밥을 먹고서 왼쪽 발부터 신을 신는 널 뒤에서 보내,2
너 난 아직 달콤함은 그에게 이르다 했지 우리 사인 그때부터 무르익지 못 했고 그 아이 만이 보았겠지 6년 뒤에 햇빛 너의 헤픈 을 웃음을 값싸게 추억하는 홍 대 어떤 카페 앞의 거리에서 멈춰 멈 짓 거리는 나의 몸짓이 누군가의 눈길을 신경 쓰고 난 괜히 멋쩍게 서 있어 인생 뭐 있어 한때가 지나면 우린 다 누워 있어 그냥 문득 고마움을 느껴 주머니를 뒤져 보다 가 던 길로 발을 옮겨 시간은 흘러 가 머물 수 없는 이 순간 시간은 바람처럼 시간은 또 다른 나를 데려가네,2
날 데려가아 물지 못한 채로 추억은 기억의 시간 속으로 시간은 날 데려 가추 억은 날 데려 가기 억의 저편으로 시간은 날 데려 가추 억은 날 데려가,2
지나간 여름 밤 시원한 가을 바람난 여전히 잠에 들기가 쉽지 않아 뒤척이고 있어 내가 계획했던 것 유난히 뜨거웠던,2
너 뭐 하나라도 내 걸로 만들기 어려워 또 시간이 들겠지 또 시간이 들겠지 벌써 1년이 벌써 한 달이 벌써 하루가 추억할 시간도 없이 빨리 지나갔고 내게는 또 새로운 고민거리들 로 단 한 시간 조차 못 버티고 있어 마른 입술이 뜯겨 아직도 적응을 못했어,2
이런 감정은 지 나가버 리면 그만인데 모르겠어 지나치는 방법을 억지로 감은 눈을 떴을 때 내일 모레였음 좋겠는데 It takes time 지나간 여름 밤 시원한 가을 바람난 여전히 잠에 들기가 쉽지 않아 뒤척이고 있어 내가 계획했던 것 유난히 뜨거웠던,2
It takes time 또 시간이 들겠지 언제쯤이면 괜찮아 질까 알면서도 자꾸 반복하는 질문 괜찮냐고 들을 때마다 표정은 점점 굳어지는 기분시간이 들겠지라고 적었다가 지우고 힘들다라고 써 소원이 있다면 아무 생각 없이 잠들고 싶어 시원한 여름 노래들은 희망고문이였고 오랜만에 갈색의 가을 안에서 나는 기어코 시계만 쳐다보고 있네,2
오늘 하루 어 땠어,2
힘들었지 아무도 물어봐 주는 사람 없었지 왜 이리 표정이 안 좋지 웃는 게 가장 예쁜 넌데 누가 그랬어,2
내게 말만 해 다 들어줄게,2
무슨 일인지 잘 모르겠지만 울지는 마 너에게 그럴 시간이 없어 시간이 없어 괜한 고민하지 마 시간이 없어 시간이 있어도 나쁜 생각은 하지 마 여기 잠깐 멈춰 봐 가만히 쉬었다가 위로하는 거 아 니야 오해는 마 오늘 하 룬 어 땠어,2
어제와는 달랐지 물어봐 주는 사람 있었지 괜스레 걱정만 했었지 지나고 나면 별거 아닌데 누가 그랬어,2
내게 말만 해 다 들어줄게,2
무슨 일인지 잘 모르겠지만 울지는 마 너에게 그럴 시간이 없어 시간이 없어 괜한 고민하지 마 시간이 없어 시간이 있어도 나쁜 생각은 하지 마 여기 잠깐 멈춰 봐 가만히 쉬었다가 위로하는 거 아 니야 오해는 마시간이 없어 시간이 지나니 괜찮지 별거 아닐 거라고 말했잖아,2
어제와 오늘은 지나갔지만 내일의 해는 뜨지 않았음 해 노력을 하는 것도 귀찮아 진 걸 매일 반복되는 일상도 하고 싶은 건 다 할 수 있을 것 같아서 날 밀어도 힘든 줄은 몰랐어,2
서툴고 못난 마음 때문에 내가 날 아낄 수 있게 시간이 필요해 지금은 괜찮아 지지 않으면 안될 것 같은 시간은 길어 지고 겉으로만 웃는 방법에 나 익숙 해지겠지 내가 날 사랑 하질 못 했어,2
서툴고 못난 마음 때문에 내가 날 아낄 수 있게 시간이 필요해 지금은 천천히 걸어도 돼 느리면 어 때 필요해 약이 되는 게 나는 또 이렇게 시간에 기대어 버틸 수밖에 없잖아,2
서툴고 못난 마음 때문에 내가 날 아낄 수 있게 시간이 필요해 지금은,2
Oh oh oh ooo Oh oh oh oooOh oh oh ooo 하얀색 침대 위 작은 배게 하나 그 위로 포개진 니 머리카락 눈 감고 있지만 널 보고 있어 어느새 밝아진 창문 밖을 봐 난 시간은 또 왜 이렇게 빨라 잠들지 않아 널 보고 있는 걸 시계 바늘처럼 우린 돌아 가정 신 없이 만들었지 많은 숫자가 너를 떠올리고 있어 Oh oh oh lalalala 우린 마치 시계 바늘처럼 서로를 향해 달려 가월 화 수 목 금 토 일까지 서로 머리를 맞대고 우린 마치 시계 바늘처럼 서로를 향해 달려 가월 화 수 목 금 토 일까지 서로 머리를 맞대고 아직 까지도 난 너에게 궁금한 게 많은데 온종일 너와 시간을 붙잡고만 싶은데 바보 같이 망설이긴 싫어 같은 침대 위에 너의 손을 잡고서 시계 위에 서 있어 시계 바늘처럼 우린 돌아 가정 신 없이 만들었지 많은 숫자가 너를 떠올리고 있어 Oh oh oh lalalala 시계 바늘 위에 우린 올라타많은 숫자들이 우릴 가로 막지만 너를 떠올리고 있어 Oh oh oh lalalala Oh I’m loving youOh oh 저 시계처럼 난 가고 있어 OH oh 저 태엽처럼 맞닿아 있는 걸 저 시계 바늘 니 옆에 가만히 앉아 널 보고 있는 걸 보고 있어 너를 향해 가고 있어 우린 마치 시계 바늘처럼 서로를 향해 달려 가월 화 수 목 금 토 일까지 서로 머리를 맞대고 우린 마치 시계 바늘처럼 서로를 향해 달려 가월 화 수 목 금 토 일까지 서로 머리를 맞대고 Oh oh oh oooOh oh oh oooOh oh oh ooo,2
4월의 시작이었네,2
서로는 마주 보면서 우리 기댈 수 있기에 어떤 단어이든 될 수 있다고,2
사랑의 시작이었네,2
서로는 마주 보면서 우리 손을 잡는다면 어떤 세계라도 갈 수 있다고,2
밤새 모니터에 튀긴 침이 마르기도 전에 강의실로 아 참 교수님이 문신 땜에 긴 팔 입고 오래 난 시작도 전에 눈을 감았지 날 한심하게 볼 게 뻔하니 이게 더 편해 내 새벽은 원래 일몰이 지나고 하늘이 까매진 후에야 해가 뜨네,2
다 그래야 야 난 쟤들이 돈 주고 가는 파리의 시간을 사는 중 이라 전해 난 이게 궁금 해시계는 둥근데 날카로운 초침이 내 시간들을 아프게 모두가 바쁘게 뭐를 하든 경쟁하라 배웠으니 우린 우리의 시차로 도망칠 수밖에 이미 저 문밖엔 모두 그래야 일찍 일어나야 성공해 안 그래 맞는 말이지 다근데 니들이 꿈을 꾸던 그 시간에 나도 꿈을 꿨지 두 눈 똑바로 뜬 채로 We're livin' in a different time zone 바뀌어 버린 낮과 밤이야,2
yeahHave a good night 먼저 자 아직 난 일하는 중이야 We are who we areWe a-a-are who we a-a-are ohahhDon't you know who we are4 호 선 문이 열릴 때 취해 있는 사람들과 날 똑같이 보지 마 그들이 휘청거릴 때마다 풍기는 술 냄새마저 부러웠지만 난 적응해야 했거든 이 시차 꿈을 꾸게 해 준 침 댄 이 기차 먼지 쌓일 틈이 없던 키보드 위 그리고 2009년부터 지금까지 계속 GRAY on the beat ya 아침은 까맣고 우리의 밤은 하 얘 난 계속 칠하고 있고 똑같은 기찰 타 네 걱정한 적 없어 막차 시간은 한 번도 얇았던 커튼이 햇빛을 완벽히 못 가려도 난 지금 눈을 감아야 해 내일의 나는 달라져야 해 우린 아무것도 없이 여 길 올라왔고 넌 이 밤을 꼭 기억해야 돼 We're livin' in a different time zone 바뀌어 버린 낮과 밤이야,2
yeahHave a good night 먼저 자 아직 난 일하는 중이야 We are who we areWe a-a-are who we a-a-are ohahhDon't you know who we are 밤새 모니터에 튀긴 침이 마르기도 전에 대기실로 아 참 문신 땜에 긴 팔 입고 오래 녹화 전에 눈을 감고 생각하지 똑같은 행동 다른 느낌 시차 부적응에 해당돼 지금 내 옆엔 Loco 그리고 GRAY 모두 비웃었던 동방의 소음이 어느새 전국을 울려 대야 이게 우리 시차의 결과 고 우린 아직 여기 산다 전해 We're livin' in a different time zone 바뀌어 버린 낮과 밤이야,2
yeahHave a good night 먼저 자 아직 난 일하는 중이야 We are who we areWe a-a-are who we a-a-are ohahhDon't you know who we are 모두 위험 하다는 시간이 우린 되려 편해 Don't you know who we are 밝아진 창문 밖을 봐야지,2
